iter	Logloss
114	0.06789979923
115	0.06619773679
116	0.06601958389
117	0.06579127451
118	0.06557453786
119	0.06459476341
120	0.06448427366
121	0.06301847293
122	0.06149657599
123	0.06087770056
124	0.06068579587
125	0.06019632752
126	0.06002926006
127	0.0598942838
128	0.05893336309
129	0.05776666116
130	0.05731713252
131	0.05665151567
132	0.05647182201
133	0.05632047366
134	0.05532566374
135	0.0550619008
136	0.05434145409
137	0.05420139731
138	0.05407300754
139	0.05392668834
140	0.05377483483
141	0.05370396933
142	0.05357643319
143	0.0533166037
144	0.05235178561
145	0.05170640815
146	0.05081909283
147	0.05044023436
148	0.05019465087
149	0.04994718778
150	0.04955662722
151	0.04920462243
152	0.04870575278
153	0.04723158219
154	0.0469729642
155	0.0467897502
156	0.04636222095
157	0.04621551154
158	0.04602821063
159	0.04577140897
160	0.04559131331
161	0.04545547233
162	0.04539001168
163	0.04526007159
164	0.0451334611
165	0.04501543822
166	0.04489452771
167	0.04483291012
168	0.04478457088
169	0.04464889915
170	0.04419548959
171	0.04404724887
172	0.04379391899
173	0.04329203283
174	0.04321971844
175	0.04300609174
176	0.04293731956
177	0.04281118709
178	0.04262644316
179	0.04249153386
180	0.04239976403
181	0.0422972392
182	0.0421938932
183	0.04173435522
184	0.04155215999
185	0.04142153346
186	0.04108745422
187	0.04051994767
188	0.04037310653
189	0.04033451994
190	0.03979588244
191	0.0396314906
192	0.03929428176
193	0.03924833809
194	0.03913604926
195	0.03904022174
196	0.03900006287
197	0.03876027966
198	0.03874217604
199	0.03849125015
200	0.0384297278
201	0.03781151176
202	0.03742623442
203	0.03725136097
204	0.03710187485
205	0.03705707741
206	0.03689659712
207	0.0367290856
208	0.03647669497
209	0.03645010581
210	0.03642272218
211	0.03612219208
212	0.03609113677
213	0.03605911401
214	0.0354822298
215	0.03514140043
216	0.0350501785
217	0.03498618527
218	0.03470722786
219	0.03452299207
220	0.03445117097
221	0.0343649762
222	0.03432315508
223	0.03431277111
224	0.03429734703
225	0.03415357968
226	0.03403002059
227	0.03394424196
228	0.03377895896
229	0.03369049531
230	0.03367898927
231	0.03356259445
232	0.03344786182
233	0.03333078687
234	0.03327301263
235	0.03316072317
236	0.03309618046
237	0.0329782927
238	0.03270554658
239	0.03257028785
240	0.03254433988
241	0.03193612159
242	0.03191239548
243	0.03179635955
244	0.03177940139
245	0.03145994033
246	0.03139095094
247	0.03133552591
248	0.03132679432
249	0.03126319721
250	0.03112668578
251	0.03091403006
252	0.03078061514
253	0.0306742383
254	0.03046192835
255	0.03033495247
256	0.03026130945
257	0.02999715349
258	0.02991959738
259	0.02965265373
260	0.02963112002
261	0.02953958154
262	0.02940753703
263	0.0293981379
264	0.02937641404
265	0.02927498549
266	0.02914566329
267	0.02892532647
268	0.0288969609
269	0.02868192531
270	0.02861855252
271	0.02855150891
272	0.02849377315
273	0.02831730141
274	0.02829595921
275	0.02826100335
276	0.02812187684
277	0.02807317958
278	0.02803755954
279	0.02802948579
280	0.02776134229
281	0.02764679592
282	0.02735394277
283	0.0272325696
284	0.02714128038
285	0.02708589503
286	0.02707877133
287	0.02703149392
288	0.02693991496
289	0.02686403808
290	0.02656120519
291	0.02651767294
292	0.02649290474
293	0.02642432387
294	0.02638071382
295	0.02631884098
296	0.02631163726
297	0.02626419807
298	0.02611053165
299	0.02606762777
300	0.0260339842
301	0.02593020332
302	0.02590399847
303	0.02586145641
304	0.02580838962
305	0.02561150708
306	0.02557886628
307	0.02557506655
308	0.02540813669
309	0.02521223774
310	0.02513109197
311	0.02491732893
312	0.02488061633
313	0.02473652434
314	0.02469803808
315	0.02464756241
316	0.02460469044
317	0.02456974378
318	0.02434185396
319	0.02433725899
320	0.02424299862
321	0.02402937998
322	0.02390944813
323	0.02371434783
324	0.0237088297
325	0.0236169398
326	0.02339356346
327	0.02338827895
328	0.02319148978
329	0.02292903572
330	0.02292417728
331	0.02279686693
332	0.02279199321
333	0.0227891343
334	0.02271772579
335	0.02268469236
336	0.02262139956
337	0.02257927003
338	0.02257674331
339	0.02255364007
340	0.02254959509
341	0.02249216744
342	0.02245245783
343	0.02243526486
344	0.02239682837
345	0.02238755898
346	0.02235535388
347	0.02222449387
348	0.02213394848
349	0.02197565235
350	0.02190786609
351	0.02173076507
352	0.02165674295
353	0.02155981792
354	0.02139282529
355	0.02137014906
356	0.02113876241
357	0.02100019822
358	0.02087243139
359	0.02077581093
360	0.02076447095
361	0.02072494467
362	0.0206669128
363	0.02062612184
364	0.02062258878
365	0.02047927465
366	0.02047587897
367	0.02032327963
368	0.02026195011
369	0.02025108264
370	0.02024792782
371	0.02018687139
372	0.02016105664
373	0.0200510957
374	0.01998050966
375	0.0199385001
376	0.01990333003
377	0.01989448988
378	0.01989148691
379	0.01988860244
380	0.01983199422
381	0.01976179359
382	0.01970696
383	0.0195586364
384	0.01934123842
385	0.01922343333
386	0.01921158664
387	0.01917972799
388	0.0191600942
389	0.01910825376
390	0.0190728504
391	0.01894985637
392	0.01891768299
393	0.01891503627
394	0.01883030483
395	0.01878820196
396	0.01878570773
397	0.01878330716
398	0.01866141501
399	0.01863712022
400	0.01860935138
401	0.01860701488
402	0.01857953945
403	0.01851776996
404	0.0184901826
405	0.01830601338
406	0.01826893149
407	0.01825409662
408	0.01823620277
409	0.01822044711
410	0.01801426755
411	0.01800041158
412	0.01799824675
413	0.01798957144
414	0.01798748947
415	0.01789137386
416	0.01788939421
417	0.01787049013
418	0.01771509982
419	0.01769187204
420	0.01754824889
421	0.01753290151
422	0.01748193198
423	0.01746887869
424	0.01746700202
425	0.01739343578
426	0.01734144562
427	0.01731735564
428	0.01714484999
429	0.01703677725
430	0.01698203455
431	0.01693350543
432	0.01690538294
433	0.01673788453
434	0.01672451692
435	0.01672451692
436	0.01665192187
437	0.01658230309
438	0.01657412195
439	0.01657411188
440	0.01654017397
441	0.0165290509
442	0.0165227467
443	0.01651488138
444	0.01651463543
445	0.01651295253
446	0.01640714605
447	0.01638295852
448	0.01634261417
449	0.01621172398
450	0.01618477327
451	0.01609194255
452	0.0160910032
453	0.01597041151
454	0.01597040804
455	0.01594464464
456	0.01594419586
457	0.01594298909
458	0.01594147836
459	0.01594144092
460	0.01592613651
461	0.01592611831
462	0.01590252573
463	0.01590128346
464	0.01590126597
465	0.01587166264
466	0.01583613452
467	0.01580851307
468	0.01580776813
469	0.01580734106
470	0.01580734016
471	0.01580661899
472	0.0158053276
473	0.0158035718
474	0.01575113025
475	0.01563307973
476	0.01560820797
477	0.0155047492
478	0.01546534655
479	0.01543790941
480	0.01543790534
481	0.01537766688
482	0.01537766464
483	0.01531643133
484	0.01531549824
485	0.015315496
486	0.01531547808
487	0.0153154602
488	0.01516477598
489	0.01509456597
490	0.01509456597
491	0.01509256207
492	0.01509256084
493	0.01509255647
494	0.01509254771
495	0.01509253896
496	0.01509253896
497	0.01509252148
498	0.01509250381
499	0.01509217514
500	0.01508591696
501	0.01506248291
502	0.01506248291
503	0.01505755707
504	0.0150235865
505	0.01502270564
506	0.01494199542
507	0.01490005755
508	0.01489990897
509	0.01489990504
510	0.0148999011
511	0.0148817427
512	0.01488172716
513	0.01488172716
514	0.01488172522
515	0.01485433547
516	0.01472009966
517	0.0146345426
518	0.01457864895
519	0.01449832182
520	0.01449830447
521	0.01449830447
522	0.01438232209
523	0.01436583688
524	0.01434706188
525	0.01434705716
526	0.01434704747
527	0.01422551286
528	0.01421227266
529	0.01421226333
530	0.01421225409
531	0.01421224486
532	0.01421223554
533	0.01420110264
534	0.01420109815
535	0.01420109366
536	0.01420107478
537	0.01420107029
538	0.01420106576
539	0.01420105542
540	0.01420105094
541	0.01420105094
542	0.01420104646
543	0.01420104193
544	0.01420104193
545	0.01416588944
546	0.01416588499
547	0.01416588053
548	0.01416587608
549	0.01416587158
550	0.01416586712
551	0.01416586263
552	0.01416585818
553	0.01416585372
554	0.01416584927
555	0.01416584482
556	0.01416584033
557	0.01416583588
558	0.01416581792
559	0.01416579997
560	0.01416579553
561	0.01416579109
562	0.0141657866
563	0.01416578216
564	0.01413005884
565	0.01413004998
566	0.01413004112
567	0.01413003235
568	0.01413002358
569	0.01413001473
570	0.01413000589
571	0.01412999705
572	0.01412999486
573	0.01412999267
574	0.01412999048
575	0.01412998164
576	0.01412997945
577	0.01412997727
578	0.01412997508
579	0.01412997508
580	0.01402733935
581	0.01402732929
582	0.0140273242
583	0.01402731414
584	0.01402729403
585	0.01398275945
586	0.01396163913
587	0.01394674308
588	0.01394673818
589	0.01392338371
590	0.01392338129
591	0.01392337887
592	0.01392337644
593	0.01392335684
594	0.0139233544
595	0.01392335195
596	0.01392334953
597	0.01392334708
598	0.01392334463
599	0.01392334221
600	0.01392332238
601	0.01392331993
602	0.01392331751
603	0.0139233151
604	0.01392331265
605	0.01392331021
606	0.01392330776
607	0.01392330535
608	0.01389251807
609	0.01389251807
610	0.01387106949
611	0.01386188295
612	0.01386186429
613	0.01382712436
614	0.01381341027
615	0.01380331895
616	0.01373651322
617	0.01373651322
618	0.0137365112
619	0.0137365112
620	0.01372839332
621	0.01371856454
622	0.01363429374
623	0.01362219205
624	0.013622178
625	0.01362216396
626	0.01359672069
627	0.01358068905
628	0.01358011941
629	0.01348622596
630	0.0134862243
631	0.01348622264
632	0.01345547177
633	0.01345547177
634	0.01338836121
635	0.01338835792
636	0.01338835483
637	0.0133204465
638	0.01332043982
639	0.01330908056
640	0.01330907746
641	0.01330907581
642	0.0133090727
643	0.0133090727
644	0.01328865462
645	0.0132886516
646	0.01328864859
647	0.01328864558
648	0.01328260182
649	0.01328206848
650	0.01328206687
651	0.01328206388
652	0.01328205192
653	0.01328204893
654	0.01328204594
655	0.01325191027
656	0.01325190878
657	0.01325190729
658	0.01325190729
659	0.0132519058
660	0.01325190281
661	0.01315815985
662	0.01315815985
663	0.01315815985
664	0.01315815985
665	0.01315815985
666	0.01315815985
667	0.01315815985
668	0.01315815985
669	0.01315815985
670	0.01315815985
671	0.01315815985
672	0.01315815985
673	0.01315815985
674	0.01315815985
675	0.01315815985
676	0.01315815985
677	0.01315815985
678	0.01305971026
679	0.01305971026
680	0.01305971026
681	0.01305971026
682	0.01305971026
683	0.01305971026
684	0.01305971026
685	0.01305971026
686	0.01305970641
687	0.01305970641
688	0.01305970641
689	0.01305970257
690	0.01305968704
691	0.01302786348
692	0.01302785975
693	0.01302784499
694	0.01302783024
695	0.0130278155
696	0.01302780077
697	0.01302779706
698	0.01302778234
699	0.01302776762
700	0.01302776395
701	0.01302776027
702	0.0130277566
703	0.01302775292
704	0.01302774925
705	0.01302774558
706	0.01299669187
707	0.01299667788
708	0.01299667436
709	0.01299666731
710	0.01299666378
711	0.01299665674
712	0.01296971325
713	0.01296970978
714	0.01296969581
715	0.01296969235
716	0.01296968888
717	0.01293035095
718	0.01293034425
719	0.01293033751
720	0.01293033082
721	0.01293032413
722	0.01293031745
723	0.01293031072
724	0.01293030399
725	0.01293029731
726	0.01293029063
727	0.01293028395
728	0.01293025708
729	0.01293025374
730	0.01293025039
731	0.01293024368
732	0.01293024035
733	0.01293023702
734	0.01293023366
735	0.01293023031
736	0.01293022698
737	0.01293022365
738	0.01293022032
739	0.01293021697
740	0.01293021364
741	0.01293021032
742	0.01293020699
743	0.01293020366
744	0.01293019027
745	0.01293017689
746	0.01293017357
747	0.01293016019
748	0.01293014683
749	0.0129301402
750	0.01293013356
751	0.01293012693
752	0.01293012359
753	0.01293012026
754	0.01293011692
755	0.01293011359
756	0.01293010696
757	0.0129300803
758	0.01293007369
759	0.01293007036
760	0.01293005713
761	0.01293005381
762	0.01293004059
763	0.01293002738
764	0.01293002738
765	0.01293002078
766	0.01293002078
767	0.01293002078
768	0.01293001419
769	0.01293001419
770	0.01293001419
771	0.01293000759
772	0.01293000099
773	0.0129299944
774	0.01292998781
775	0.01292998781
776	0.01292998781
777	0.01292998781
778	0.01292998781
779	0.01292998781
780	0.01292998781
781	0.01292998781
782	0.01292998781
783	0.01292998781
784	0.01292998781
785	0.01292998781
786	0.01292998781
787	0.01292998781
788	0.01292998781
789	0.01292998781
790	0.01292998781
791	0.01292998781
792	0.01292998781
793	0.01292998781
794	0.01292998781
795	0.01292998781
796	0.01292998781
797	0.01292998781
798	0.01292998781
799	0.01292998781
800	0.01292998781
801	0.01292998781
802	0.01292998781
803	0.01292998781
804	0.01292998781
805	0.01292998781
806	0.01292998781
807	0.01292998781
808	0.01292998781
809	0.01292998781
810	0.01292998781
811	0.01292998781
812	0.01292998781
813	0.01292998781
814	0.01292998781
815	0.01292998781
816	0.01292998781
817	0.01292998781
818	0.01292998781
819	0.01292998781
820	0.01292998781
821	0.01292998781
822	0.01292998781
823	0.01292998781
824	0.01292998781
825	0.01292998781
826	0.01292998781
827	0.01292998781
828	0.01292998781
829	0.01292998781
830	0.01292998781
831	0.01292998781
832	0.01292998781
833	0.01292998781
834	0.01292998781
835	0.01292998781
836	0.01292998781
837	0.01292998781
838	0.01292998781
839	0.01292998781
840	0.01292998781
841	0.01292998781
842	0.01292998781
843	0.01292998781
844	0.01292998781
845	0.01292998781
846	0.01292998781
847	0.01292998781
848	0.01292998781
849	0.01292998781
850	0.01292998781
851	0.01292998781
852	0.01292998781
853	0.01292998781
854	0.01292998781
855	0.01292998781
856	0.01292998781
857	0.01292998781
858	0.01292998781
859	0.01292998781
860	0.01292998781
861	0.01292998781
862	0.01292998781
863	0.01292998781
864	0.01292998781
865	0.01292998781
866	0.01292998781
867	0.01292998781
868	0.01292998781
869	0.01292998781
870	0.01292998781
871	0.01292998781
872	0.01292998781
873	0.01292998781
874	0.01292998781
875	0.01292998781
876	0.01292998781
877	0.01292998781
878	0.01292998781
879	0.01292998781
880	0.01292998781
881	0.01292998781
882	0.01292998781
883	0.01292998781
884	0.01292998781
885	0.01292998781
886	0.01292998781
887	0.01292998781
888	0.01292998781
889	0.01292998781
890	0.01292998781
891	0.01292998781
892	0.01292998781
893	0.01292998781
894	0.01292998781
895	0.01292998781
896	0.01292998781
897	0.01292998781
898	0.01292998781
899	0.01292998781
900	0.01292998781
901	0.01292998781
902	0.01292998781
903	0.01292998781
904	0.01292998781
905	0.01292998781
906	0.01292998781
907	0.01292998781
908	0.01292998781
909	0.01292998781
910	0.01292998781
911	0.01292998781
912	0.01292998781
913	0.01292998781
914	0.01292998781
915	0.01292998781
916	0.01292998781
917	0.01292998781
918	0.01292998781
919	0.01292998781
920	0.01292998781
921	0.01292998781
922	0.01292998781
923	0.01292998781
924	0.01292998781
925	0.01292998781
926	0.01292998781
927	0.01292998781
928	0.01292998781
929	0.01292998781
930	0.01292998781
931	0.01292998781
932	0.01292998781
933	0.01292998781
934	0.01292998781
935	0.01292998781
936	0.01292998781
937	0.01292998781
938	0.01292998781
939	0.01292998781
940	0.01292998781
941	0.01292998781
942	0.01292998781
943	0.01292998781
944	0.01292998781
945	0.01292998781
946	0.01292998781
947	0.01292998781
948	0.01292998781
949	0.01292998781
950	0.01292998781
951	0.01292998781
952	0.01292998781
953	0.01292998781
954	0.01292998781
955	0.01292998781
956	0.01292998781
957	0.01292998781
958	0.01292998781
959	0.01292998781
960	0.01292998781
961	0.01292998781
962	0.01292998781
963	0.01292998781
964	0.01292998781
965	0.01292998781
966	0.01292998781
967	0.01292998781
968	0.01292998781
969	0.01292998781
970	0.01292998781
971	0.01292998781
972	0.01292998781
973	0.01292998781
974	0.01292998781
975	0.01292998781
976	0.01292998781
977	0.01292998781
978	0.01292998781
979	0.01292998781
980	0.01292998781
981	0.01292998781
982	0.01292998781
983	0.01292998781
984	0.01292998781
985	0.01292998781
986	0.01292998781
987	0.01292998781
988	0.01292998781
989	0.01292998781
990	0.01292998781
991	0.01292998781
992	0.01292998781
993	0.01292998781
994	0.01292998781
995	0.01292998781
996	0.01292998781
997	0.01292998781
998	0.01292998781
999	0.01292998781
